Name,Details,Matriculation Year,Placename
"Wallop, Robert","of Southants, eq. aur. fil. nat. max. Hart Hall, matric. entry 5 May, 1615, aged 14; of Farley, Hants (son of Sir Henry); M.P. Andover (Nov.) 1621-2, 1624-5, co. Southampton 1625-6, Andover 1628-9, April-May 1640, 1640-53 (L.P.), co. Southampton 1654-5, 1656-8, 1659 (rumper), Whitchurch 1660, till discharged in June; one of the commissioners on the trial of the king, imprisoned for life 1660; died in the Tower 16 Nov., 1667. See Foster's Parliamentary Dictionary.",1615,southants,hants,southampton
"Walmisley, Richard","of co. Lancaster, pleb. St. Mary Hall, matric. 20 Oct., 1620, aged 19, B.A. 20 Feb., 1622-3, M.A. 22 June, 1625; vicar of Mullion, Cornwall, 1632-3, and rector of St. John Walbrook, London, 1633, until sequestered. See Foster's Index Eccl.",1620,lancaster,cornwall,london
"Walrond, Humphrey","of Somerset, arm. fil. nat. max. Wadham Coll., matric. 8 May, 1618, aged 15, demy Magdalen Coll. 1618-24; son of William, of Ilebrewers, Somerset. See Bloxam, v. 105.",1618,somerset
"Walshe, Thomas","of co. Hereford, gent. Oriel Coll., matric. 11 Dec., 1612, aged 18.",1612,hereford
"Walter, Benjamin","s. Richard, of Newbury, Berks, pleb. Magdalen Hall, matric. 13 June, 1623, aged 14; perhaps sequestered to the vicarages of Ridge and Rickmansworth, Herts, 1645, by the Westminster assembly. See Foster's Index Eccl.",1623,berks,herts,westminster
"Walter, John","of Monmouth, gent. Jesus Coll., matric. 3 May, 1616, aged 18.",1616,monmouth
"Walter, Philip","of co. Carmarthen. Jesus Coll., matric. 19 June, 1610, aged 19, ""paup. schol.""",1610,carmarthen
"Walter, William","of London, gent. Christ Church, matric. 16 June, 1610, aged 17, B.A. 17 June, 1613 (subscribes ""Gualter"").",1610,london
"Walter, (Sir) William","1s. (John), of Surrey, eq. Christ Church, matric. 16 March, 1620-1, aged 17, created D.C.L. 1 or 2 Nov., 1642; of Sarsden, Oxon, bar.-at-law, Inner Temple, 1630, created a baronet 16 Aug., 1641, perhaps M.P. Weobley 1628-9, but certainly returned for Oxfordshire by double return in April, 1663 (declared void); licenced 20 Dec., 1632, to marry Elizabeth, daughter of Thomas Lucas, esq., deceased; died 23 March, 1674; father of William 1652. See Foster's Parliamentary Dictionary. [25]",1620,surrey,oxon,oxfordshire
"Walters, William","s. ""Walter Thomas,"" of Llangunnider, co. Brecon, pleb. Jesus Coll., matric. 30 April, 1624, aged 20, B.A. 21 Oct., 1626.",1624,brecon
"Walthall, Thomas","of Middlesex, gent. Magdalen Hall., matric. 22 Nov., 1616, aged 19, B.A. 29 Jan., 1616-17, M.A. 17 June, 1619; incorporated at Cambridge 1620.",1616,middlesex,cambridge
"Waltham, David","of Devon, gent. Balliol Coll., matric. 18 May, 1604, aged 17. [5]",1604,devon
"Waltham, Melchizadeck","of Dorset, gent. Christ Church, matric. 10 June, 1608, aged 15, B.A. 19 June, 1611, M.A. 7 July, 1614; rector of Lydlinch, Dorset, 1617, and of Combe Hay, Somerset, 1662-4; father of the next-named. See Foster's Index Eccl.",1608,dorset,somerset
"Walton, Ralph","of co. Stafford, gent. Exeter Coll., matric. 13 Jan., 1620-1, aged 19.",1620,stafford
"Walton, Samuel","of Northants, pleb. St. Alban Hall, matric. 15 March, 1615-16, aged 19.",1615,northants
"Wallweinn, Foulke","of co. Hereford, arm. fil. nat. max. Magdalen Coll., matric. 8 Nov., 1616, aged 17, student of Lincoln's Inn 1618, as son and heir of Ellis (or Ely), late of Marcle, co. Hereford, esq. deceased; buried 27 Feb., 1660-1; father of Walter. See Foster's Inns of Court Reg.",1616,hereford
"Walweyn, Harbart","of co. Worcester, arm. Lincoln Coll., matric. 8 May, 1618, aged 18, B.A. 14 Feb., 1621-2, M.A. 2 June, 1624.",1618,worcester,lincoln
"Walwyn, Peter","of London, gent. Jesus Coll., matric. 26 April, 1616, aged 16, B.A. 21 Feb., 1619-20, M.A. 29 June, 1622.",1616,london
"Walweyn, Richard","of co. Hereford, gent. Jesus Coll., matric. 26 April, 1616, aged 18, B.A. 10 July, 1617, M.A. 1 June, 1620; rector of Madresfield, co. Worcester, 1620. See Foster's Index Ecclesiasticus.",1616,hereford,worcester
"Warbrucke, Edmund","of co. Gloucester, pleb. Magdalen Hall, matric. 27 June, 1606, aged 20, B.A. 19 June, 1609, as Warbrock.",1606,gloucester
"Warborton, Cecil","of Cheshire, gent. Balliol Coll., matric. 16 July, 1621, aged 15; of Hall End, co. Stafford or Warwick (s. Sir Richard, pensioner to Q. Elizabeth); baptised at Camberwell 28 Aug., 1604.",1621,cheshire,stafford,warwick
"Warburton, George","4s. Peter, of Epherson (Hefferstone) Grange, Cheshire. University Coll., matric. 6 Dec., 1622, aged 20, B.A. 7 Feb., 1623-4; uncle to Peter 1604.",1622,cheshire
"Warburton, Peter","of Cheshire, arm. fil. nat. max. Brasenose Coll., matric. 11 May, 1604, aged 16, B.A. 22 Nov., 1606 (s. Peter, of Hefferston Grange, Cheshire); bar.-at-law, Lincoln's Inn, 1614, puisne judge court of session county palatine Chester, 1648-9, created a serjeant-at-law by parliament 1649, declared illegal at the restoration 1660, a justice of common pleas 1649. removed to the upper bench June, 1655; died 26 Feb., 1666, at Polesden in Dorking. See Foster's Judges and Barristers.",1604,cheshire,chester
"Warde, John","of Cornwall, gent. Exeter Coll., matric. 3 June, 1603, aged 15, B.A. 15 July, 1607, M.A. 23 June, 1610. [25]",1603,cornwall
"Warde, John","of co. Leicester, pleb. Lincoln Coll., matric. 29 Nov., 1605, aged 19, B.A. 17 Nov., 1608.",1605,leicester,lincoln
"Warde, John","of Northants, pleb. Lincoln Coll., matric. 3 July, 1618, aged 17; B.A. from Merton Coll. 9 May, 1622, M.A. 18 June, 1625; vicar of Spratton, Northants, 1626, buried there 18 April, 1660; father of John 1646. See Foster's Index Ecclesiasticus.",1618,northants,lincoln
"Warde, John","of co. Warwick, cler. fil. Magdalen Coll., matric. 12 Nov., 1619, aged 17; B.A. from Queen's Coll. 27 June, 1623; M.A. from Magdalen Hall 6 July, 1626; vicar of Shustoke, co. Warwick, 1632. See Foster's Index Eccl.",1619,warwick
"Ward, Robert","of Middlesex, gent. Christ Church, matric. 12 Oct., 1621, aged 19, B.A. 10 June, 1624, M.A. 17 April, 1627; student from Westminster school 1621; will at Oxford proved 7 July, 1631. See Al. West. 90.",1621,middlesex,westminster,oxford
"Warde, Thomas","s. Richard, of Hatton, co. Warwick, sac. Queen's Coll., matric. 20 May, 1625, aged 20.",1625,warwick
"Warde, William","of Northants, pleb. Magdalen Hall, matric. 15 Dec., 1609, aged 16; B.A. 17 June, 1613, M.A. 19 April, 1616; vicar of Norton, 1615-42, and rector of Peakirk with Glinton, Northants, 1618-36. See Foster's Index Eccl.",1609,northants
"Wardour, Richard","of Sussex, pleb. Magdalen Coll., matric. 26 Jan., 1615-16, aged 19, demy 1614-18, perhaps B.A. 6 Feb. following as Henry Wardrowe. See Bloxam, v. 46. [20]",1615,sussex
"Ware, John","of Devon, pleb. Exeter Coll., matric. 4 May, 1621, aged 18; B.A. supd. 15 Jan., 1623-4, from New Inn Hall. See O.H.S. xii. 435. [30]",1621,devon
"Ware, Nicholas","of Devon, gent. Wadham Coll., matric. 8 May, 1618, aged 18.",1618,devon
"Wargent, John","of co. Worcester, cler. fil. Wadham Coll., matric. 1 June, 1621, aged 17.",1621,worcester
"Warham, Edward (Wareham)","of Somerset, cler. fil. St. Edmund Hall, matric. 30 June, 1615, aged 20, B.A. 10 June, 1618; student of Middle Temple 1620, as son and heir of John, of Osmington, Dorset, esq. See Foster's Inns of Court Reg.",1615,somerset,dorset
"Warham, Edward","of Dorset, gent. Wadham Coll., matric. 8 May, 1618, aged 18; B.A. from St. Edmund Hall 9 Feb., 1620-1, M.A. 26 June, 1623.",1618,dorset
"Waring, Thomas","of co. Warwick, gent. Oriel Coll., matric. 24 April, 1618, aged 18; student of Middle Temple 1619, as son and heir of Charles, of Berry Hall, co. Warwick, esq. See Foster's Inns of Court Reg.",1618,warwick
"Warman, John","of Somerset, gent. Balliol Coll., matric. 11 May, 1615, aged 18, B.A. 19 June, 1618.",1615,somerset
"Warme, John","of co. Gloucester, gent. Broadgates Hall, matric. 3 June, 1603, aged 15. [6]",1603,gloucester
"Warmouth, Henry","of Northumberland, gent. Queen's Coll., matric. 23 Nov., 1610, aged 16, student of Gray's Inn 1612, as of Newcastle, gent. (s. William), mayor 1644-5, and M.P. (circa) AprilJuly, 1647; his will dated 8 April, 1654. See Foster's Gray's Inn Reg.",1610,northumberland
"Warmstrey, Gervase","1s. William, of Worcester (city), gent. Christ Church, matric. 24 July, 1624, aged 19, B.A. 5 May, 1625, M.A. 27 June, 1628; student of the Middle Temple 1628, principal registrar of the diocese of Worcester; died 28 May, 1641, buried in Worcester cathedral; brother of Thomas 1628. See Ath. iii. 1; Al. West, 90; & Foster's Inns of Court Reg. [15]",1624,worcester
"Warne, Edward","of co. Gloucester, gent. Balliol Coll., matric. 3 July, 1607, aged 16; B.A. from Broadgates Hall 25 Jan., 1610-11, M.A. 8 July, 1613, as Warren.",1607,gloucester
"Warneford, Edmund","1s. Thomas, of Sevenhampton, Wilts, arm. Oriel Coll., matric. 18 Feb., 1624-5, aged 18; father of John 1653. [25]",1624,wilts
"Warneford, Launcelot","of Wilts, gent. St. Edmund Hall, matric. 13 March, 1606-7, aged 18; B.C.L. from New Coll. 30 June, 1614; of Stanbridge, Hants (3s. John); another, vicar of Christchurch, alias Trinity, co. Monmouth, 1639. See Foster's Index Eccl.",1606,wilts,hants,monmouth
"Warner, Henry (s. Bartholomew)","of Oxford city, D.Med. St. John's Coll., matric. 26 June, 1610, aged 18, B.A. 6 June, 1614, M.A. 9 May, 1618, B.D. 5 June, 1624, ejected from his fellowship by the parliamentary visitors 1648; born June, 1593, admitted to Merchant Taylors' school 1608; one of these names vicar of Llanvihangel Gelindrod, co. Cardigan, 1623-37; another rector of Kingston Bagpuze, Berks, 1642. See Robinson, i. 57; & Foster's Index Eccl.",1610,oxford,cardigan,berks
"Warner, John","of Oxon, arm. Merton Coll., matric. entry 16 March, 1609-10, aged 14; perhaps student of Middle Temple 1611. See Foster's Inns of Court Reg. [5]",1609,oxon
"Warner, William","of Bucks, pleb. Magdalen Coll., matric. 8 March, 1604-5, aged 17, B.A. 1 Feb., 1607-8, M.A. 4 June, 1611.",1604,bucks
"Warr, Amias","of Somerset, gent. St. Alban Hall, matric. 31 Jan., 1611-12, B.A. 7 July, 1615, M.A. 5 July, 1621; rector of Cheddon Fitzpaine, Somerset, 1620; father of Henry. See Foster's Index Eccl.",1611,somerset
"Warre, John","of Somerset, arm. fil. nat. max. Exeter Coll., matric. entry 21 May, 1619, aged 14, B.A. 31 Jan., 1621-2, M.A. 23 June, 1624; student of Gray's Inn 1627, as son and heir of Edward, of Chipley, Somerset, esq. See Foster's Gray's Inn Reg. [5]",1619,somerset
"Warren, James","of Devon, arm. fil. nat. (3). Exeter Coll., matric. 4 May, 1621, aged 17, B.A. 10 June, 1624, M.A. 17 April, 1627; rector of Ashprington, Devon, 1636. See Foster's Index Eccl.",1621,devon
"Warren, John","of Dorset, pleb. Wadham Coll., matric. 21 Jan., 1619-20, aged 17, scholar 1624, from Gillingham, Dorset, aged about 18, B.A. 7 July, 1625, fellow 1627, M.A. 25 June, 1628, proctor 1633, subwarden 1635, 1639, 1641; died 2 Aug., 1643. See Gardiner, 56.",1619,dorset
"Warren, Thomas","of Pembroke, arm. Jesus Coll., matric. 20 Nov., 1607, aged 18.",1607,pembroke
"Warren, William","of co. Warwick, arm. Brasenose Coll., matric. 12 April, 1616, aged 16; perhaps bar.-at-law of Middle Temple 1623, as 2s. Thomas, of Dosthill, co. Worcester, arm. See Foster's Judges and Barristers.",1616,warwick,worcester
"War(r)iner, Myles","of Westmorland, pleb. Queen's Coll., matric. 29 Jan., 1618-19, aged 18. [35]",1618,westmorland
"Warwicke, Arthur","s. Arthur, of Salisbury, Wilts, pleb. Magdalen Hall, matric. 31 Jan., 1622-3, aged 18, B.A. 15 Dec., 1624.",1622,wilts
"War(w)icke, John","of Radnor, cler. fil. Jesus Coll., matric. 10 May, 1622, aged 20; rector of Llangeitho, co. Cardigan, 1630. See Foster's Index Eccl.",1622,radnor,cardigan
"Warwicke, Thomas","of Cumberland, pleb. Queen's Coll., matric. 12 Oct., 1621, aged 20, B.A. 29 Nov., 1621; vicar of Morland, Westmorland, 1621, rector of Beaumont 1625, and of Bowness, (both) Cumberland, 1629. See Foster's Index Eccl.",1621,cumberland,westmorland
"Waserus, John","of Germany, doctoris fil. Exeter Coll., matric. 13 Dec., 1615, aged 20; of Zurich according to Wood, author of ""Elementale Chaldaicum."" See Ath. iii. 269; & Fasti, i. 365.",1615
"Washbourne, Richard","of Surrey, gent. Exeter Coll., matric. 13 Dec., 1615, aged 18, ""pauper scholaris,"" B.A. 20 June, 1619, M.A. 16 May, 1622; chaplain of Christ Church 1641-8, created B.D. 1 (or 2) Nov., 1642, student and precentor; canon of Chichester, rector of Earnley-with-Almodington, Sussex; admitted to Merchant Taylors' school 1613; born 5 Jan., 1597; will at Oxford proved 23 Aug., 1672. See Burrows, 491; & Robinson, i. 74. [35]",1615,surrey,sussex,oxford
"Washborne, William","of co. Worcester, arm. Brasenose Coll., matric. 28 March, 1617, aged 17; student of Lincoln's Inn 1618, as son and heir of John, of Wichenford, co. Worcester. See Foster's Inns of Court Reg.",1617,worcester
"Washington, Adam","of London, gent. Queen's Coll., matric. 10 Nov., 1621, aged 17; of Brent Pelham, Herts, born 7 Sept., 1604, admitted to Merchant Taylors' school 1618; bar.-at-law, Lincoln's Inn, 1632, as son and heir of Adam, of city of London, esq. See Foster's Judges and Barristers & Robinson, i. 94.",1621,london,herts
"Washington, Darcy","of Yorks, arm. University Coll., matric. 13 Dec., 1605, aged 16; brother of Philip.",1605,yorks
"Washington, Lawrence","of Northants, gent. Brasenose Coll., matric. 2 Nov., 1621, aged 19, B.A. 16 May, 1623, fellow 1624-33, M.A. 1 Feb., 1625-6, proctor 1631; rector of Purleigh, Essex, 1633, until ejected 1643 (s. of Lawrence, of Sulgrave, Northants), See Walker's Sufferings, ii. 395; & Foster's Index Eccl.",1621,northants,essex
"Washington, Philip","of Yorks, arm. University Coll., matric. entry 13 Dec., 1605, aged 14, B.A. 23 June, 1609, fellow, M.A. 10 July, 1612; died 6 April, 1635; brother of Darcy. See Gutch, i. 66.",1605,yorks
"Washingtonn, Richard","of Yorks, arm. University Coll., matric. 23 Oct., 1618, aged 16, B.A. 28 Feb., 1621-2, M.A. 5 July, 1624, fellow 1626, B.D. 3 April, 1633, licenced to preach 20 Nov., 1635 (nominated D.D. 1 June, 1646, but refused to be created); rector of Swerford, Oxon, 1634, precentor of Christ Church, Dublin, 1639-46, and provost of Trinity Coll., Dublin, 1640. See Burrows, 555; & Foster's Index Eccl.",1618,yorks,oxon
"Washington, Richard","of Westmorland, pleb. Queen's Coll., matric. 18 June, 1619, aged 16.",1619,westmorland
"Wastell, Samuel","s. Simon, of Northampton (town), pleb. New Coll., matric. 7 March, 1622-3, aged 16; B.A. from Queen's Coll. 15 Feb., 1625-6; M.A. from New Inn Hall 21 June, 1628; rector of Lillingston Dayrell, Bucks, 1635. See Foster's Index Eccl.",1622,northampton,bucks
"Waterhouse, Theodore (Watterhouse)","2s. David, of Oquell (Oakwell) Hall, parish Burstall, Yorks, arm. University Coll., matric. 6 May, 1625, aged 17.",1625,yorks
"Waters, Adam","of Wilts, cler. fil. St. Alban Hall, matric. 4 Dec., 1607, aged 17; B.A. from Merton Coll. 11 July, 1611.",1607,wilts
"Waters, David","of co. Brecon, pleb. Jesus Coll., matric. 1 July, 1603, aged 16; rector of Llandevailog, co. Brecon, 1613. See Foster's Index Eccl.",1603,brecon
"Waterton, Thomas","s. Robert, of Newport, Isle of Wight, gent. University Coll., matric. 6 Dec., 1622, aged 14.",1622,wight
"Wathen, Thomas","of Somerset, pleb. Lincoln Coll., matric. 15 April, 1608, aged 16.",1608,somerset,lincoln
"Watkins, Edmund","s. Robert, of Kempsford, co. Gloucester, pleb. St. John's Coll., matric. 20 Jan., 1625-6, aged 17, B.A. 27 Jan., 1628-9; M.A. from Gloucester Hall 17 Oct., 1631.",1625,gloucester
"Watkins, George","of co. Monmouth, gent. Jesus Coll., matric. 14 March, 1616-17, aged 15, B.A. 1 June, 1620; vicar of Bassaleg, co. Monmouth, 1624. See Foster's Index Eccl. [25]",1616,monmouth
"Watkins, John","of co. Monmouth, pleb. Broadgates Hall, matric. 24 Nov., 1609, aged 17; perhaps B.A. from Jesus Coll. 12 July, 1610, M.A. 30 June, 1614; rector of Llanfoist, co. Monmouth, 1613. See Foster's Index Eccl.",1609,monmouth
"Watkins, Richard","of co. Carnarvon, ""paup. schol."" Hart Hall, matric. 16 June, 1610, aged 15, B.A. 25 Oct., 1613; rector of Llanederne, co. Carnarvon, 1631. See Foster's Index Eccl. [15]",1610,carnarvon
"Watkins, Robert","of Denbigh, pleb. Hart Hall, matric. 8 Feb., 1621-2, aged 23, B.A. 23 Feb., 1621-2, M.A. 21 Oct., 1624.",1621,denbigh
"Watkins, Thomas","s. ""Watkin Philips,"" of Llandetti, Brecknock, pleb. Jesus Coll., matric. 30 April, 1624, aged 20, B.A. 31 Jan., 1626-7; rector of Llansantffraid, co. Brecon, 1635. See Foster's Index Eccl. [30]",1624,brecknock,brecon
"Watkins, Walter","of co. Monmouth, pleb. St. Edmund Hall, matric. 28 June, 1620, aged 17, B.A. 3 Dec., 1623; M.A. from Jesus Coll. 5 July, 1626, B.D. 15 June, 1634; rector of Llanvihangel Tal-y-llyn, co. Brecon, 1630, vicar of Verwick, co. Cardigan, 1633, and of Devynnock, co. Brecon, 1638. See Foster's Index Eccl.",1620,monmouth,brecon,cardigan
"Watkins, William","of co. Hereford, pleb. Lincoln Coll., matric. 1 July, 1603, aged 18.",1603,hereford,lincoln
"Watson, James","of Devon, cler. fil. Lincoln Coll., matric. 9 Nov., 1621, aged 18, B.A. 19 Feb., 1622-3, M.A. 27 June, 1625; vicar of Aylisbeare 1629, and of Ermington, (both) Devon, 1639, and father of the next. See Foster's Index Eccl.",1621,devon,lincoln
"Watson, Job","of co. Leicester, pleb. Brasenose Coll., matric. 23 Nov., 1621, aged 18, B.A. 25 Feb., 1624-5; M.A. from Balliol Coll. 11 July, 1627; vicar of Greetham 1643, and rector of Wing, (both) Rutland, 1647. See Foster's Index Eccl.",1621,leicester,rutland
"Watson, John","s. John, of London, pleb. Balliol Coll., matric. 25 Dec., 1623, aged 16, B.A. 8 July, 1628, M.A. 7 July, 1631.",1623,london
"Watson, John","s. Thomas, of Garthorpe, co. Lincoln, pleb. Magdalen Coll., matric. 2 Dec., 1625, aged 21, B.A. 7 Dec., 1626; rector of Saltfleetby St. Clement, co. Lincoln, 1631. See Foster's Index Ecclesiasticus.",1625,lincoln
"Watson, Mathias","of Derbyshire, pleb. Oriel Coll., matric. 7 April, 1609, aged 17 (as Guatson); rector of Somershall Herbert, co. Derby, 1626. See Foster's Index Eccl.",1609,derbyshire,derby
"Watson, Ralph","of co. Derby, cler. fil. Brasenose Coll., matric. 28 Jan. 1619-20, aged 17, B.A. 22 Nov., 1621; rector of Trusley, co. Derby, 1629. See Foster's Index Eccl. [16]",1619,derby
"Wattes, Richard","of Salop, pleb. Jesus Coll., matric. 7 April, 1609, aged 18.",1609,salop
"Watts, Richard","of Northants, pleb. Magdalen Hall, matric. 27 Oct., 1620, aged 20; B.A. 9 Nov., 1620, M.A. 11 July, 1623; perhaps rector of Purley, Berks, 1623, or of Morcott, Rutland, 1624, until sequestered about 1646, by the Westminster assembly. See John 1637. See Foster's Index Eccl.; & Add. MSS. 15,670-1.",1620,northants,berks,rutland,westminster
